P/S MONTH	P/S CODE	P/L FROM	P/L TO	PART NO.	PART COLOR	PART NAME	DATE	QTY(M/S)	QTY(ADJ)	QTY(TOTAL)	FIX_TYPE
12/2019	G4AM07	1PN005	AM    	413815T0 J001     	           	PLATE C,OIL GUIDE             	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PN005	AM    	413815T0 J001     	           	PLATE C,OIL GUIDE             	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN005	AM    	413815T0 J001     	           	PLATE C,OIL GUIDE             	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PN005	AM    	413815T0 J001     	           	PLATE C,OIL GUIDE             	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PN007	AM    	91304PWR 0031     	           	O-RING,86.6X2.3               	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PN007	AM    	91311PA9 0043     	           	O-RING,7.7X1.9                	28/11/2019	  596292	       0	    596292	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PP002	AM    	212456G3 0040     	           	PLATE COMP,L SIDE COVER       	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PP002	AM    	225405T0 0000     	           	SPG COMP, RVS RETURN          	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PP002	AM    	28905R9L 0001     	           	CAP,P/SENSOR                  	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PP002	AM    	906025T0 0000     	           	CIRCLIP,IN 138                	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PP002	AM    	90603RE5 0000     	           	CIRCLIP,EX 56.5               	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PP002	AM    	906055T0 0000     	           	CIRCLIP,IN 138 B              	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PP002	AM    	906095T0 0000     	           	CIRCLIP,EX 33                 	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PP004	AM    	28900R9L 0042     	           	SENSOR ASSY, POSITION         	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PR001	AM    	231005T0 0032     	           	BELT,STEEL                    	02/12/2019	    1470	       0	      1470	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PR002	AM    	254205T0 0031     	           	STRAINER ASSY, CVTF           	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PS002	AM    	259105HC Y000     	           	PIPE COMP A,CVTF              	04/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PS002	AM    	259105HC Y000     	           	PIPE COMP A,CVTF              	12/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PS002	AM    	259105HC Y000     	           	PIPE COMP A,CVTF              	18/12/2019	     244	       0	       244	0
12/2019	G4AM07	1PS002	AM    	259205HC Y000     	           	PIPE COMP B,CVTF              	04/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PS002	AM    	259205HC Y000     	           	PIPE COMP B,CVTF              	12/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PS002	AM    	259205HC Y000     	           	PIPE COMP B,CVTF              	18/12/2019	     244	       0	       244	0
12/2019	G4AM07	1PS002	AM    	259305HC Y000     	           	PIPE COMP C,CVTF              	04/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PS002	AM    	259305HC Y000     	           	PIPE COMP C,CVTF              	12/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PS002	AM    	259305HC Y000     	           	PIPE COMP C,CVTF              	18/12/2019	     244	       0	       244	0
12/2019	G4AM07	1PS002	AM    	259405HC Y000     	           	PIPE COMP D,CVTF              	04/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PS002	AM    	259405HC Y000     	           	PIPE COMP D,CVTF              	12/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PS002	AM    	259405HC Y000     	           	PIPE COMP D,CVTF              	18/12/2019	     244	       0	       244	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	28/11/2019	    2010	       0	      2010	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	02/12/2019	    1740	       0	      1740	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	03/12/2019	    1350	       0	      1350	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	04/12/2019	    2190	       0	      2190	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	05/12/2019	    1530	       0	      1530	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	06/12/2019	    1770	       0	      1770	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	09/12/2019	    1860	       0	      1860	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	10/12/2019	    2190	       0	      2190	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	11/12/2019	    1260	       0	      1260	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	12/12/2019	    1590	       0	      1590	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	13/12/2019	    1710	       0	      1710	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	16/12/2019	    2100	       0	      2100	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	17/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	18/12/2019	    1560	       0	      1560	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	19/12/2019	    1470	       0	      1470	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	20/12/2019	    1650	       0	      1650	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	25/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PS003	AM    	211515T0 0001     	           	PAN,OIL                       	26/12/2019	     450	       0	       450	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	28/11/2019	     330	       0	       330	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	02/12/2019	     300	       0	       300	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	03/12/2019	     990	       0	       990	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	04/12/2019	     146	       0	       146	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	05/12/2019	     810	       0	       810	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	06/12/2019	     570	       0	       570	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	09/12/2019	     480	       0	       480	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	10/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	11/12/2019	    1080	       0	      1080	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	12/12/2019	     750	       0	       750	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	13/12/2019	     180	       0	       180	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	16/12/2019	      60	       0	        60	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	17/12/2019	     540	       0	       540	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	18/12/2019	     780	       0	       780	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	19/12/2019	     570	       0	       570	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	20/12/2019	     690	       0	       690	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	25/12/2019	    1080	       0	      1080	0
12/2019	G4AM07	1PS003	AM    	21151R3W 0001     	           	PAN,OIL                       	26/12/2019	    1350	       0	      1350	0
12/2019	G4AM07	1PS004	AM    	245435T0 0031     	           	HOLDER,P/BRK ROD              	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PS004	AM    	251615T0 0001     	           	SPROCKET,O/P DRIVE            	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PS005	AM    	911065T0 0070     	           	BRG,NEEDLE 16X20X16.8         	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PS005	AM    	911315T0 0070     	           	BRG,THRUST NEEDLE 26X40.8X3.2 	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PS005	AM    	911325T0 0070     	           	BRG,THRUST NEEDLE 37X53.1X3   	28/11/2019	   42561	       0	     42561	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT001	AM    	28820RJ2 0031     	           	PICK UP ASSY                  	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	211015T0 0001     	           	PLATE C,PULLEY BRG SET        	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	212325DJ 0000     	           	HANGER COMP,TRNS              	02/12/2019	    1616	       0	      1616	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	02/12/2019	    1740	       0	      1740	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	03/12/2019	    1920	       0	      1920	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	04/12/2019	    2310	       0	      2310	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	12/12/2019	    1950	       0	      1950	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	18/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	25/12/2019	    1860	       0	      1860	0
12/2019	G4AM07	1PT003	AM    	212325T0 0001     	           	HANGER COMP,TRNS              	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	213155T0 0000     	           	PLATE COMP A,PULLEY BRG SET   	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PT003	AM    	213175T0 0000     	           	PLATE B,PULLEY BRG SET        	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	28/11/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	29/11/2019	    9340	       0	      9340	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	02/12/2019	    8160	       0	      8160	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	03/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	04/12/2019	    9370	       0	      9370	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	05/12/2019	    9360	       0	      9360	0
12/2019	G4AM07	1PT003	AM    	227415L0 0000     	           	PIPE,10.9X48                  	06/12/2019	    9360	       0	      9360	0
